series_id,n,bias,rmse,mae
44,427,3.2143379959336054,3.21791101559822,3.2143379959336063
45,391,4.68535061675987,4.685999839180047,4.68535061675987
46,391,1.0602541812815693,1.0753150880935847,1.0602541812815693
47,284,-3.5425615528193606,3.543481595095824,3.542561552819361
48,307,-5.854588940545268,5.858512688544017,5.854588940545268
49,379,1.916920557594488,1.9209001201841318,1.916920557594488
50,153,-4.431148414671794,4.439180114809732,4.431148414671794
51,367,0.4841228376481853,0.5054307630767515,0.48412283764818537
52,344,0.46342175376565875,0.48715104111069235,0.4634217537656587
53,499,1.4821656109197543,1.488509558348984,1.4821656109197543
54,511,-1.213726473930584,1.2413285530919802,1.2155864627189998
55,499,0.6066631360101654,0.6266902179029723,0.6066631360101655
56,260,2.1130966521642383,2.1134002869990387,2.1130966521642387
57,343,4.5564359068657465,4.55908106438262,4.5564359068657465
58,260,-0.7577637115804751,0.764172369578462,0.7577637115804751
59,369,-0.2963141526892782,0.3001510488209846,0.2963141526892782
60,153,-1.5100811626263515,1.5191278493336855,1.5100811626263515
61,356,-0.3565317505138777,0.3918404875929041,0.3565317505138777
62,271,-4.9675235167848095,4.969947582923398,4.967523516784809
63,452,-2.8351923276883446,2.838608690267559,2.835192327688344
64,379,-0.4276034433098575,0.47260722620241213,0.4360135746091343
65,379,-1.364912303568015,1.3769258021360615,1.364912303568015
66,332,2.239475823914235,2.2422245097878446,2.2394758239142356
67,224,-0.8711756626270447,0.8720745422447759,0.8711756626270447
68,391,11.55245766132911,11.667027269858785,11.55245766132911
69,356,-0.5606277818722215,0.5624749298155601,0.5606277818722215
70,309,-0.11915063841019065,0.1560321292940068,0.1300666729086649
71,465,-0.6930696585157695,0.7100101402106832,0.6930696585157695
72,333,-2.090529060528368,2.0916522240023263,2.090529060528368
73,547,-1.9491573416793737,1.957770699305282,1.9491573416793737
74,465,-2.963979116366076,2.9652953789930647,2.963979116366076
75,429,-2.5847052889392863,2.5882643741428826,2.5847052889392867
